taxonid,drop_stage,drop_reason,scientific_name,main_common_name,category_iucn,taxon_group
44595,spatial_join,no spatial geometry in clean file,Rhinoptera brasiliensis,Brazilian Cownose Ray,VU,Fishes (not comprehensive)
44596,spatial_join,no spatial geometry in clean file,Sympterygia brevicaudata,Shorttail Fanskate,NT,Fishes (not comprehensive)
44597,spatial_join,no spatial geometry in clean file,Sympterygia bonapartii,Smallnose Fanskate,NT,Fishes (not comprehensive)
44598,spatial_join,no spatial geometry in clean file,Urotrygon microphthalmum,Smalleye Round Ray,CR,Fishes (not comprehensive)
250584632,spatial_join,no spatial geometry in clean file,Hippocampus waleananus,Walea Soft Coral Pygmy Seahorse,CR,Fishes (not comprehensive)
44600,spatial_join,no spatial geometry in clean file,Anacanthobatis marmorata,Spotted Legskate,NT,Fishes (not comprehensive)
44606,spatial_join,no spatial geometry in clean file,Cephaloscyllium sufflans,Balloon Shark,NT,Fishes (not comprehensive)
44607,spatial_join,no spatial geometry in clean file,Dipturus campbelli,Blackspot Skate,NT,Fishes (not comprehensive)
183873,spatial_join,no spatial geometry in clean file,Acanthemblemaria castroi,Galápagos Barnacle Blenny,VU,Fishes (not comprehensive)
241147458,spatial_join,no spatial geometry in clean file,Parkraemeria rhinoceros,Tengu-ginpo-haze,VU,Fishes (not comprehensive)
44613,spatial_join,no spatial geometry in clean file,Halaelurus natalensis,Tiger Catshark,VU,Fishes (not comprehensive)
183880,spatial_join,no spatial geometry in clean file,Gobiesox woodsi,Woods' clingfish,VU,Fishes (not comprehensive)
44617,spatial_join,no spatial geometry in clean file,Pseudoginglymostoma brevicaudatum,Shorttail Nurse Shark,CR,Fishes (not comprehensive)
201629258,spatial_join,no spatial geometry in clean file,Narke japonica,Japanese Sleeper Ray,VU,Fishes (not comprehensive)
20047,spatial_join,no spatial geometry in clean file,Scomberomorus concolor,Monterrey Spanish Mackerel,NT,Fishes (not comprehensive)
141483602,spatial_join,no spatial geometry in clean file,Eviota raja,Raja Dwarfgoby,EN,Fishes (not comprehensive)
183896,spatial_join,no spatial geometry in clean file,Paraclinus walkeri,San Quintin Blenny,CR,Fishes (not comprehensive)
44642,spatial_join,no spatial geometry in clean file,Sympterygia acuta,Bignose Fanskate,CR,Fishes (not comprehensive)
44644,spatial_join,no spatial geometry in clean file,Dipturus leptocaudus,Thintail Skate,VU,Fishes (not comprehensive)
44647,spatial_join,no spatial geometry in clean file,Urotrygon chilensis,Chilean Round Ray,NT,Fishes (not comprehensive)
44649,spatial_join,no spatial geometry in clean file,Galeus polli,African Sawtail Catshark,VU,Fishes (not comprehensive)
183914,spatial_join,no spatial geometry in clean file,Evermannia erici,Eric's Goby,EN,Fishes (not comprehensive)
44652,spatial_join,no spatial geometry in clean file,Amblyraja frerichsi,Thickbody Skate,VU,Fishes (not comprehensive)
44653,spatial_join,no spatial geometry in clean file,Aculeola nigra,Hooktooth Dogfish,NT,Fishes (not comprehensive)
158625391,spatial_join,no spatial geometry in clean file,Eopsetta grigorjewi,Shotted Halibut,VU,Fishes (not comprehensive)
44656,spatial_join,no spatial geometry in clean file,Gurgesiella dorsalifera,Onefin Skate,VU,Fishes (not comprehensive)
159100532,spatial_join,no spatial geometry in clean file,Lopholatilus villarii,Brazilian Tilefish,VU,Fishes (not comprehensive)
87518842,spatial_join,no spatial geometry in clean file,Bifax lacinia,Two-faced Toadfish,EN,Fishes (not comprehensive)
44666,spatial_join,no spatial geometry in clean file,Rhizoprionodon lalandii,Brazilian Sharpnose Shark,VU,Fishes (not comprehensive)
44673,spatial_join,no spatial geometry in clean file,Epinephelus fuscoguttatus,Brown-marbled Grouper,VU,Fishes (not comprehensive)
183939,spatial_join,no spatial geometry in clean file,Notarius cookei,False Bronze Sea-catfish,VU,Fishes (not comprehensive)
70680197,spatial_join,no spatial geometry in clean file,Carcharhinus dussumieri,Whitecheek Shark,EN,Fishes (not comprehensive)
44677,spatial_join,no spatial geometry in clean file,Mycteroperca albomarginatus,White-edged Rockcod,VU,Fishes (not comprehensive)
44678,spatial_join,no spatial geometry in clean file,Mycteroperca andersoni,Brown-spotted Rockcod,NT,Fishes (not comprehensive)
44681,spatial_join,no spatial geometry in clean file,Epinephelus morio,Red Grouper,VU,Fishes (not comprehensive)
44683,spatial_join,no spatial geometry in clean file,Mycteroperca venenosa,Yellowfin Grouper,NT,Fishes (not comprehensive)
185495181,spatial_join,no spatial geometry in clean file,Raja parva,African Brown Skate,NT,Fishes (not comprehensive)
183961,spatial_join,no spatial geometry in clean file,Stegastes baldwini,Baldwin's Major,NT,Fishes (not comprehensive)
183962,spatial_join,no spatial geometry in clean file,Pisodonophis daspilotus,Blunt-toothed snake eel,NT,Fishes (not comprehensive)
183963,spatial_join,no spatial geometry in clean file,Stegastes leucorus,Whitetail damselfish,VU,Fishes (not comprehensive)
241151645,spatial_join,no spatial geometry in clean file,Bostrychus scalaris,Ladder Gudgeon,VU,Fishes (not comprehensive)
183968,spatial_join,no spatial geometry in clean file,Acanthemblemaria stephensi,Malpelo Barnacle Blenny,VU,Fishes (not comprehensive)
7859,spatial_join,no spatial geometry in clean file,Mycteroperca marginata,Dusky Grouper,VU,Fishes (not comprehensive)
3764,spatial_join,no spatial geometry in clean file,Canthigaster rapaensis,,EN,Fishes (not comprehensive)
7860,spatial_join,no spatial geometry in clean file,Hyporthodus nigritus,Warsaw Grouper,NT,Fishes (not comprehensive)
7861,spatial_join,no spatial geometry in clean file,Hyporthodus niveatus,Snowy Grouper,VU,Fishes (not comprehensive)
7862,spatial_join,no spatial geometry in clean file,Epinephelus striatus,Nassau Grouper,CR,Fishes (not comprehensive)
184001,spatial_join,no spatial geometry in clean file,Labrisomus socorroensis,Misspelled Blenny,VU,Fishes (not comprehensive)
184017,spatial_join,no spatial geometry in clean file,Azurina eupalama,Galápagos Damselfish,CR,Fishes (not comprehensive)
184028,spatial_join,no spatial geometry in clean file,Gobiesox aethus,Clarion clingfish,VU,Fishes (not comprehensive)
184030,spatial_join,no spatial geometry in clean file,Tomicodon abuelorum,Grandparents Clingfish,EN,Fishes (not comprehensive)
104021731,spatial_join,no spatial geometry in clean file,Aetobatus laticeps,Pacific Eagle Ray,VU,Fishes (not comprehensive)
196340,spatial_join,no spatial geometry in clean file,Parioglossus galzini,,CR,Fishes (not comprehensive)
196360,spatial_join,no spatial geometry in clean file,Sicyopterus aiensis,,NT,Fishes (not comprehensive)
141483785,spatial_join,no spatial geometry in clean file,Gobiodon aoyagii,,VU,Fishes (not comprehensive)
3851,spatial_join,no spatial geometry in clean file,Carcharhinus limbatus,Blacktip Shark,VU,Fishes (not comprehensive)
3852,spatial_join,no spatial geometry in clean file,Carcharhinus obscurus,Dusky Shark,EN,Fishes (not comprehensive)
3853,spatial_join,no spatial geometry in clean file,Carcharhinus plumbeus,Sandbar Shark,EN,Fishes (not comprehensive)
241147662,spatial_join,no spatial geometry in clean file,Nesogobius tigrinus,Tiger Sandgoby,VU,Fishes (not comprehensive)
3854,spatial_join,no spatial geometry in clean file,Carcharias taurus,Sand Tiger Shark,CR,Fishes (not comprehensive)
3855,spatial_join,no spatial geometry in clean file,Carcharodon carcharias,White Shark,VU,Fishes (not comprehensive)
196369,spatial_join,no spatial geometry in clean file,Sicyopterus rapa,,EN,Fishes (not comprehensive)
159145751,spatial_join,no spatial geometry in clean file,Pogonias courbina,Southern Black Drum,VU,Fishes (not comprehensive)
169234201,spatial_join,no spatial geometry in clean file,Scoliodon laticaudus,Spadenose Shark,NT,Fishes (not comprehensive)
196377,spatial_join,no spatial geometry in clean file,Smilosicyopus sasali,,EN,Fishes (not comprehensive)
196384,spatial_join,no spatial geometry in clean file,Stenogobius keletaona,,VU,Fishes (not comprehensive)
91209505,spatial_join,no spatial geometry in clean file,Squalus acanthias,Spiny Dogfish,VU,Fishes (not comprehensive)
196395,spatial_join,no spatial geometry in clean file,Stiphodon discotorquatus,,CR,Fishes (not comprehensive)
196398,spatial_join,no spatial geometry in clean file,Stiphodon julieni,,EN,Fishes (not comprehensive)
196402,spatial_join,no spatial geometry in clean file,Stiphodon rubromaculatus,,CR,Fishes (not comprehensive)
158637880,spatial_join,no spatial geometry in clean file,Verasper moseri,Barfin Flounder,VU,Fishes (not comprehensive)
49188668,spatial_join,no spatial geometry in clean file,Pentheroscion mbizi,Blackmouth Croaker,NT,Fishes (not comprehensive)
40797,spatial_join,no spatial geometry in clean file,Carcharhinus amblyrhynchoides,Graceful Shark,VU,Fishes (not comprehensive)
144162654,spatial_join,no spatial geometry in clean file,Urotrygon cimar,Cimar Round Ray,NT,Fishes (not comprehensive)
40802,spatial_join,no spatial geometry in clean file,Hippocampus barbouri,Barbour's Seahorse,VU,Fishes (not comprehensive)
261545828,spatial_join,no spatial geometry in clean file,Membras dissimilis,Limb Kingfish,VU,Fishes (not comprehensive)
18214757,spatial_join,no spatial geometry in clean file,Glyptocephalus cynoglossus,Witch Flounder,VU,Fishes (not comprehensive)
12137,spatial_join,no spatial geometry in clean file,Lithognathus lithognathus,White Steenbras,EN,Fishes (not comprehensive)
49188717,spatial_join,no spatial geometry in clean file,Protonibea diacanthus,Black Jewfish,NT,Fishes (not comprehensive)
18227054,spatial_join,no spatial geometry in clean file,Reinhardtius hippoglossoides,Greenland Halibut,NT,Fishes (not comprehensive)
180502386,spatial_join,no spatial geometry in clean file,Gymnura sereti,Seret's Butterfly Ray,EN,Fishes (not comprehensive)
152784762,spatial_join,no spatial geometry in clean file,Gymnura micrura,Smooth Butterfly Ray,NT,Fishes (not comprehensive)
18435966,spatial_join,no spatial geometry in clean file,Anguilla luzonensis,Philippine Mottled Eel,VU,Fishes (not comprehensive)
18214783,spatial_join,no spatial geometry in clean file,Hippoglossoides platessoides,American Plaice,EN,Fishes (not comprehensive)
104071039,spatial_join,no spatial geometry in clean file,Bathytoshia lata,Brown Stingray,VU,Fishes (not comprehensive)
46079873,spatial_join,no spatial geometry in clean file,Omobranchus mekranensis,Mekran Blenny,VU,Fishes (not comprehensive)
61333,spatial_join,no spatial geometry in clean file,Parahucho perryi,Sakhalin Taimen,CR,Fishes (not comprehensive)
61334,spatial_join,no spatial geometry in clean file,Bahaba taipingensis,Chinese Bahaba,CR,Fishes (not comprehensive)
61337,spatial_join,no spatial geometry in clean file,Epinephelus daemelii,Black Rockcod,NT,Fishes (not comprehensive)
61339,spatial_join,no spatial geometry in clean file,Epinephelus polyphekadion,Camouflage Grouper,VU,Fishes (not comprehensive)
180123,spatial_join,no spatial geometry in clean file,Ecsenius kurti,Kurt’s Coralblenny,VU,Fishes (not comprehensive)
104005557,spatial_join,no spatial geometry in clean file,Rhinobatos schlegelii,Brown Guitarfish,CR,Fishes (not comprehensive)
104021947,spatial_join,no spatial geometry in clean file,Aetobatus narutobiei,Naru Eagle Ray,VU,Fishes (not comprehensive)
44996,spatial_join,no spatial geometry in clean file,Squatina africana,African Angelshark,NT,Fishes (not comprehensive)
188356,spatial_join,no spatial geometry in clean file,Chrysiptera niger,Black Damselfish,EN,Fishes (not comprehensive)
60469196,spatial_join,no spatial geometry in clean file,Amblycirrhitus earnshawi,,EN,Fishes (not comprehensive)
188370,spatial_join,no spatial geometry in clean file,Cheiloprion labiatus,Biglip Damsel,VU,Fishes (not comprehensive)
61398,spatial_join,no spatial geometry in clean file,Atlantoraja cyclophora,Eyespot Skate,EN,Fishes (not comprehensive)
61400,spatial_join,no spatial geometry in clean file,Bythaelurus canescens,Dusky Catshark,VU,Fishes (not comprehensive)
61401,spatial_join,no spatial geometry in clean file,Diplobatis colombiensis,Colombian Dwarf Numbfish,VU,Fishes (not comprehensive)
61402,spatial_join,no spatial geometry in clean file,Diplobatis guamachensis,Venezuelan Dwarf Numbfish,VU,Fishes (not comprehensive)
61404,spatial_join,no spatial geometry in clean file,Diplobatis picta,Painted Dwarf Numbfish,VU,Fishes (not comprehensive)
61405,spatial_join,no spatial geometry in clean file,Leucoraja melitensis,Maltese Skate,CR,Fishes (not comprehensive)
61406,spatial_join,no spatial geometry in clean file,Narcine brevilabiata,Shortlip Numbfish,VU,Fishes (not comprehensive)
61407,spatial_join,no spatial geometry in clean file,Rhizoprionodon porosus,Caribbean Sharpnose Shark,VU,Fishes (not comprehensive)
61408,spatial_join,no spatial geometry in clean file,Rostroraja alba,White Skate,EN,Fishes (not comprehensive)
188386,spatial_join,no spatial geometry in clean file,Pomacentrus lepidogenys,Scaly Damsel,NT,Fishes (not comprehensive)
60469220,spatial_join,no spatial geometry in clean file,Apletodon barbatus,,VU,Fishes (not comprehensive)
61417,spatial_join,no spatial geometry in clean file,Squatina aculeata,Sawback Angelshark,CR,Fishes (not comprehensive)
61418,spatial_join,no spatial geometry in clean file,Squatina oculata,Smoothback Angelshark,CR,Fishes (not comprehensive)
61419,spatial_join,no spatial geometry in clean file,Zapteryx brevirostris,Shortnose Guitarfish,EN,Fishes (not comprehensive)
188397,spatial_join,no spatial geometry in clean file,Altrichthys curatus,,VU,Fishes (not comprehensive)
68399092,spatial_join,no spatial geometry in clean file,Branchiostegus albus,White Tilefish,NT,Fishes (not comprehensive)
188406,spatial_join,no spatial geometry in clean file,Chrysiptera hemicyanea,Azure Demoiselle,VU,Fishes (not comprehensive)
